review_id,product_sku,rating,rating_trusted,primary_theme,all_themes
CR-000261,VS-AP-8000i,1,true,connectivity,app_software|connectivity
CR-000262,VS-AC-1000i,4,true,none,
CR-000263,VS-AP-2000,3,true,app_software,app_software
CR-000264,VS-AC-1000i,1,true,app_software,app_software
CR-000265,VS-AP-8000i,5,true,none,
CR-000266,CP-LV-C400S,4,true,none,
CR-000267,CP-LV-C400S,5,true,none,
CR-000268,CP-XM-4PRO,4,true,none,
CR-000269,CP-LV-C400S,4,true,none,
CR-000270,VS-AC-1000i,5,true,none,
CR-000271,VS-AC-1000i,3,true,none,
CR-000272,CP-BB-DM5440,4,true,none,
CR-000273,VS-AP-8000i,5,true,none,
CR-000274,CP-BB-DM5440,4,true,none,
CR-000275,CP-XM-4PRO,4,true,none,
CR-000276,CP-BB-DM5440,3,true,none,
CR-000277,CP-LV-C400S,4,true,none,
CR-000278,CP-BB-DM5440,3,true,none,
CR-000279,VS-AC-1000i,5,true,none,
CR-000280,VS-AP-2000,5,true,none,
CR-000281,CP-BB-DM5440,1,true,noise,noise
CR-000282,VS-AP-8000i,1,true,reliability,app_software|reliability
CR-000283,VS-AC-1000i,1,true,filter_cost,filter_cost|reliability
CR-000284,CP-LV-C400S,5,true,none,
CR-000285,VS-AP-4000i,5,true,none,
CR-000286,CP-XM-4PRO,5,true,none,
CR-000287,VS-AP-8000i,5,true,none,
CR-000288,CP-XM-4PRO,4,true,none,
CR-000289,VS-AP-4000i,1,true,sensor_trust,sensor_trust
CR-000290,VS-AP-3000i,5,true,none,
CR-000291,CP-BB-DM5440,2,true,reliability,reliability
CR-000292,CP-LV-C400S,4,true,none,
CR-000293,CP-DY-TP09,5,true,none,
CR-000294,VS-AP-3000i,3,true,none,
CR-000295,VS-AC-1000i,4,true,none,
CR-000296,VS-AP-8000i,5,true,none,
CR-000297,VS-AP-8000i,2,true,app_software,app_software|filter_cost
CR-000298,CP-XM-4PRO,5,true,none,
CR-000299,CP-XM-4PRO,4,true,none,
CR-000300,VS-AP-2000,2,true,noise,noise
CR-000301,VS-AP-8000i,5,true,none,
CR-000302,CP-XM-4PRO,5,true,none,
CR-000303,VS-AP-8000i,2,true,connectivity,connectivity
CR-000304,VS-AP-4000i,5,true,none,
CR-000305,VS-AP-3000i,5,true,none,
CR-000306,VS-AP-4000i,1,true,noise,noise|reliability
CR-000307,CP-DY-TP09,4,true,none,
CR-000308,VS-AC-1000i,5,true,none,
CR-000309,VS-AP-4000i,5,true,none,
CR-000310,CP-XM-4PRO,5,true,none,
CR-000311,CP-LV-C400S,4,true,none,
CR-000312,CP-DY-TP09,5,true,none,
CR-000313,CP-DY-TP09,4,true,none,
CR-000314,CP-LV-C400S,2,true,app_software,app_software
CR-000315,VS-AP-4000i,1,true,connectivity,connectivity
CR-000316,VS-AP-2000,5,true,none,
CR-000317,CP-BB-DM5440,5,false,connectivity,connectivity
CR-000318,CP-LV-C400S,5,true,none,
CR-000319,CP-BB-DM5440,1,true,reliability,reliability
CR-000320,VS-AC-1000i,5,true,none,
CR-000321,VS-AP-8000i,2,true,app_software,app_software|noise
CR-000322,CP-XM-4PRO,5,true,none,
CR-000323,VS-AP-8000i,4,true,none,
CR-000324,CP-XM-4PRO,5,true,none,
CR-000325,CP-BB-DM5440,5,true,none,
CR-000326,VS-AC-1000i,3,true,none,
CR-000327,CP-DY-TP09,5,true,none,
CR-000328,VS-AP-4000i,5,true,none,
CR-000329,VS-AP-4000i,5,true,none,
CR-000330,VS-AP-4000i,1,true,noise,app_software|noise
CR-000331,CP-DY-TP09,1,true,app_software,app_software|connectivity
CR-000332,CP-DY-TP09,5,true,none,
CR-000333,VS-AC-1000i,4,true,none,
CR-000334,VS-AC-1000i,5,true,none,
CR-000335,VS-AP-3000i,5,true,none,
CR-000336,CP-DY-TP09,5,true,none,
CR-000337,CP-XM-4PRO,5,true,none,
CR-000338,VS-AP-4000i,3,true,none,
CR-000339,VS-AP-8000i,5,true,none,
CR-000340,CP-DY-TP09,5,true,none,
CR-000341,CP-XM-4PRO,4,true,none,
CR-000342,VS-AP-8000i,5,true,none,
CR-000343,CP-XM-4PRO,5,true,none,
CR-000344,VS-AC-1000i,5,true,none,
CR-000345,CP-XM-4PRO,4,true,none,
CR-000346,CP-LV-C400S,5,true,none,
CR-000347,VS-AP-2000,5,true,none,
CR-000348,VS-AP-3000i,5,true,none,
CR-000349,CP-BB-DM5440,4,true,none,
CR-000350,VS-AP-8000i,1,true,noise,noise|reliability
CR-000351,CP-LV-C400S,5,true,none,
CR-000352,VS-AP-3000i,1,true,app_software,app_software|sensor_trust
CR-000353,VS-AP-4000i,4,true,none,
CR-000354,CP-LV-C400S,5,true,none,
CR-000355,VS-AP-4000i,5,true,none,
CR-000356,CP-XM-4PRO,5,true,none,
CR-000357,VS-AP-8000i,5,true,none,
CR-000358,VS-AP-4000i,4,true,none,
CR-000359,CP-DY-TP09,4,true,none,
CR-000360,VS-AC-1000i,4,true,none,
CR-000361,VS-AP-8000i,1,true,app_software,app_software
CR-000362,CP-DY-TP09,1,true,connectivity,app_software|connectivity
CR-000363,VS-AP-2000,5,true,none,
CR-000364,VS-AP-8000i,5,true,none,
CR-000365,CP-LV-C400S,5,true,none,
CR-000366,VS-AP-4000i,5,true,none,
CR-000367,VS-AP-3000i,5,true,none,
CR-000368,VS-AC-1000i,4,true,none,
CR-000369,CP-BB-DM5440,3,true,filter_cost,filter_cost
CR-000370,VS-AP-4000i,5,true,none,
CR-000371,VS-AP-2000,5,true,none,
CR-000372,CP-DY-TP09,5,false,app_software,app_software|connectivity
CR-000373,VS-AP-3000i,5,true,none,
CR-000374,VS-AP-8000i,5,true,none,
CR-000375,VS-AP-4000i,1,true,connectivity,connectivity
CR-000376,VS-AC-1000i,5,true,none,
CR-000377,CP-XM-4PRO,4,true,none,
CR-000378,CP-XM-4PRO,3,true,noise,noise
CR-000379,VS-AP-3000i,5,true,none,
CR-000380,VS-AP-3000i,4,true,none,
CR-000381,CP-XM-4PRO,4,true,none,
CR-000382,CP-LV-C400S,5,true,none,
CR-000383,CP-BB-DM5440,5,true,none,
CR-000384,CP-BB-DM5440,5,true,none,
CR-000385,CP-DY-TP09,3,true,app_software,app_software
CR-000386,CP-XM-4PRO,1,true,app_software,app_software|noise
CR-000387,CP-XM-4PRO,4,true,none,
CR-000388,VS-AP-4000i,5,true,none,
CR-000389,VS-AP-3000i,5,true,none,
CR-000390,CP-LV-C400S,5,true,none,
CR-000391,VS-AP-4000i,5,true,none,
CR-000392,VS-AP-4000i,2,true,noise,filter_cost|noise
CR-000393,CP-DY-TP09,4,true,none,
CR-000394,VS-AP-8000i,5,true,none,
CR-000395,CP-LV-C400S,5,true,none,
CR-000396,VS-AP-4000i,4,true,none,
CR-000397,VS-AC-1000i,5,true,none,
CR-000398,CP-LV-C400S,4,true,none,
CR-000399,VS-AC-1000i,5,true,none,
CR-000400,CP-BB-DM5440,5,true,none,
CR-000401,CP-XM-4PRO,5,true,none,
CR-000402,CP-LV-C400S,5,false,connectivity,connectivity
CR-000403,VS-AP-8000i,2,true,filter_cost,app_software|filter_cost
CR-000404,VS-AP-8000i,2,true,app_software,app_software|sensor_trust
CR-000405,CP-XM-4PRO,1,true,app_software,app_software|connectivity
CR-000406,VS-AP-3000i,1,true,app_software,app_software
CR-000407,CP-DY-TP09,5,true,none,
CR-000408,CP-LV-C400S,3,true,app_software,app_software
CR-000409,VS-AP-8000i,5,true,none,
CR-000410,VS-AP-8000i,5,true,none,
CR-000411,VS-AP-8000i,5,true,none,
CR-000412,VS-AP-3000i,2,true,sensor_trust,sensor_trust
CR-000413,VS-AP-4000i,5,true,none,
CR-000414,VS-AP-3000i,5,true,none,
CR-000415,CP-BB-DM5440,4,true,none,
CR-000416,CP-XM-4PRO,5,true,none,
CR-000417,VS-AP-8000i,5,true,none,
CR-000418,VS-AP-2000,5,true,none,
CR-000419,CP-LV-C400S,1,true,connectivity,connectivity
CR-000420,VS-AP-3000i,4,true,none,
CR-000421,VS-AP-8000i,5,true,none,
CR-000422,CP-DY-TP09,5,true,none,
CR-000423,VS-AC-1000i,4,true,none,
CR-000424,CP-LV-C400S,4,true,none,
CR-000425,CP-LV-C400S,5,true,none,
CR-000426,CP-BB-DM5440,5,true,none,
CR-000427,VS-AP-4000i,4,true,none,
CR-000428,CP-LV-C400S,5,true,none,
CR-000429,CP-LV-C400S,3,true,app_software,app_software
CR-000430,VS-AP-3000i,5,true,none,
CR-000431,CP-BB-DM5440,5,true,none,
CR-000432,CP-BB-DM5440,5,true,none,
CR-000433,VS-AP-3000i,4,true,none,
CR-000434,VS-AP-8000i,4,true,none,
CR-000435,CP-XM-4PRO,2,true,connectivity,app_software|connectivity
CR-000436,VS-AP-2000,1,true,noise,noise
CR-000437,CP-BB-DM5440,2,true,noise,noise
CR-000438,VS-AP-3000i,4,true,none,
CR-000439,VS-AP-2000,5,true,none,
CR-000440,VS-AP-8000i,4,true,none,
CR-000441,CP-DY-TP09,1,true,noise,noise
CR-000442,CP-XM-4PRO,4,true,none,
CR-000443,VS-AP-4000i,3,true,noise,noise
CR-000444,CP-LV-C400S,1,true,app_software,app_software|reliability
CR-000445,VS-AP-4000i,4,true,none,
CR-000446,CP-BB-DM5440,5,true,none,
CR-000447,VS-AP-2000,1,true,noise,connectivity|noise
CR-000448,VS-AP-2000,5,true,none,
CR-000449,CP-LV-C400S,3,true,sensor_trust,sensor_trust
CR-000450,CP-LV-C400S,5,true,none,
CR-000451,CP-XM-4PRO,4,true,none,
CR-000452,VS-AP-2000,1,true,sensor_trust,sensor_trust
CR-000453,CP-BB-DM5440,5,true,none,
CR-000454,VS-AP-2000,2,true,filter_cost,filter_cost
CR-000455,CP-LV-C400S,5,true,none,
CR-000456,CP-LV-C400S,5,true,none,
CR-000457,VS-AC-1000i,5,true,none,
CR-000458,VS-AP-3000i,3,true,noise,noise
CR-000459,VS-AP-2000,1,true,connectivity,connectivity
CR-000460,CP-BB-DM5440,5,true,none,
CR-000461,CP-LV-C400S,5,true,none,
CR-000462,VS-AP-2000,1,true,noise,noise
CR-000463,VS-AC-1000i,5,true,none,
CR-000464,CP-BB-DM5440,5,true,none,
CR-000465,VS-AP-3000i,5,true,none,
CR-000466,CP-XM-4PRO,4,true,none,
CR-000467,VS-AC-1000i,1,true,connectivity,app_software|connectivity
CR-000468,CP-BB-DM5440,3,true,noise,noise
CR-000469,CP-DY-TP09,3,true,none,
CR-000470,CP-XM-4PRO,1,true,app_software,app_software|connectivity
CR-000471,CP-DY-TP09,1,true,connectivity,connectivity|reliability
CR-000472,VS-AP-8000i,5,true,none,
CR-000473,CP-XM-4PRO,4,true,none,
CR-000474,VS-AP-2000,5,true,none,
CR-000475,CP-LV-C400S,1,true,filter_cost,filter_cost
CR-000476,VS-AP-3000i,5,true,none,
CR-000477,CP-XM-4PRO,5,true,none,
CR-000478,VS-AP-3000i,5,true,none,
CR-000479,VS-AP-2000,5,true,none,
CR-000480,CP-BB-DM5440,4,true,none,
CR-000481,CP-LV-C400S,4,true,none,
CR-000482,VS-AC-1000i,3,true,connectivity,connectivity
CR-000483,VS-AP-2000,3,true,connectivity,connectivity
CR-000484,VS-AP-8000i,1,true,noise,noise
CR-000485,VS-AP-2000,5,true,none,
CR-000486,CP-DY-TP09,1,true,connectivity,connectivity
CR-000487,CP-DY-TP09,4,true,none,
CR-000488,VS-AC-1000i,4,true,none,
CR-000489,VS-AC-1000i,1,true,noise,noise
CR-000490,CP-XM-4PRO,4,true,none,
CR-000491,CP-BB-DM5440,1,true,connectivity,connectivity
CR-000492,VS-AP-4000i,3,true,none,
CR-000493,VS-AP-8000i,5,true,none,
CR-000494,VS-AP-2000,4,true,none,
CR-000495,CP-DY-TP09,4,true,none,
CR-000496,VS-AP-4000i,1,true,filter_cost,filter_cost
CR-000497,VS-AP-2000,5,true,none,
CR-000498,CP-DY-TP09,4,true,none,
CR-000499,VS-AP-4000i,5,true,none,
CR-000500,CP-LV-C400S,5,true,none,
CR-000501,CP-DY-TP09,5,true,none,
CR-000502,CP-XM-4PRO,1,true,sensor_trust,filter_cost|sensor_trust
CR-000503,VS-AP-8000i,5,true,none,
CR-000504,VS-AP-4000i,4,true,none,
CR-000505,VS-AP-4000i,5,true,none,
CR-000506,CP-LV-C400S,5,true,none,
CR-000507,VS-AP-4000i,3,true,app_software,app_software
CR-000508,VS-AP-3000i,2,true,connectivity,app_software|connectivity
CR-000509,VS-AC-1000i,5,true,none,
CR-000510,VS-AP-2000,5,true,none,
CR-000511,CP-XM-4PRO,5,true,none,
CR-000512,VS-AP-8000i,4,true,none,
CR-000513,CP-XM-4PRO,5,true,none,
CR-000514,CP-XM-4PRO,4,true,none,
CR-000515,VS-AP-3000i,5,true,none,
CR-000516,CP-LV-C400S,5,true,none,
CR-000517,VS-AP-3000i,5,true,none,
CR-000518,VS-AP-8000i,5,true,none,
CR-000519,CP-DY-TP09,5,true,none,
CR-000520,VS-AP-8000i,3,true,none,
CR-000521,VS-AC-1000i,4,true,none,
CR-000522,CP-XM-4PRO,5,true,none,
CR-000523,CP-DY-TP09,5,true,none,
CR-000524,CP-LV-C400S,3,true,noise,noise
CR-000525,CP-BB-DM5440,5,true,none,
CR-000526,CP-XM-4PRO,5,true,none,
CR-000527,CP-LV-C400S,5,true,none,
CR-000528,CP-LV-C400S,2,true,app_software,app_software
CR-000529,VS-AP-3000i,5,true,none,
CR-000530,CP-XM-4PRO,2,true,app_software,app_software|connectivity
CR-000531,CP-BB-DM5440,5,true,none,
CR-000532,VS-AC-1000i,5,true,none,
CR-000533,VS-AP-2000,4,true,none,
CR-000534,VS-AP-8000i,2,true,filter_cost,filter_cost|noise
CR-000535,VS-AP-3000i,3,true,reliability,reliability
CR-000536,VS-AP-2000,1,true,none,
CR-000537,CP-DY-TP09,3,true,none,
CR-000538,VS-AP-3000i,4,true,none,
CR-000539,CP-BB-DM5440,2,true,noise,connectivity|noise
CR-000540,VS-AP-2000,4,true,none,
CR-000541,VS-AP-4000i,1,true,app_software,app_software
CR-000542,CP-LV-C400S,5,true,none,
CR-000543,VS-AP-8000i,4,true,none,
CR-000544,VS-AP-8000i,5,true,none,
CR-000545,VS-AP-8000i,5,true,none,
CR-000546,CP-LV-C400S,3,true,none,
CR-000547,VS-AP-3000i,2,true,app_software,app_software
CR-000548,CP-DY-TP09,5,true,none,
CR-000549,CP-LV-C400S,5,false,connectivity,connectivity
CR-000550,VS-AC-1000i,5,false,connectivity,connectivity
CR-000551,VS-AP-4000i,4,true,none,
CR-000552,VS-AP-3000i,5,true,none,
CR-000553,VS-AP-2000,5,true,none,
CR-000554,VS-AC-1000i,5,true,none,
CR-000555,VS-AC-1000i,5,true,none,
CR-000556,VS-AP-2000,3,true,connectivity,connectivity
CR-000557,CP-DY-TP09,1,true,connectivity,connectivity
CR-000558,CP-XM-4PRO,5,true,none,
