review_id,product_sku,product_name,rating,review_title,review_text,hand_label,labeller_note
CR-006294,B0C2JF5179,"HARMONY 1500 Air Purifier for Home Large Room with H13 True HEPA Air Filter, Quiet Air Cleaner for Allergens, Pets, Smoke, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen – HSE1500-1500 Sq Ft",2.0,Disappointed,"I couldn’t tell a difference when bringing this in my home , very disappointed that it didn’t do as promised",,
CR-000628,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",5.0,the best filter we have purchased,"much better than the Sharper Image devices, super quiet and much more efficient, I would highly recommend it to anyone",,
CR-009841,B09K7CD8XS,"Mila Air Purifier with Home Wrecker Filter (H12 HEPA + 1.96 lb Carbon), Filters VOCs, Formaldehyde, Odors, Dust, Pollution & Pet Dander, 300 CADR,  665 ft2 Coverage, 12”x12”x15”, White",5.0,Cutest air purifier ever!,White glove packaging was very impressed before taking It out of the box.  Easy to setup and pair the purifier with the Apple app. It’s been fun receiving the personalized daily notes and being able to monitor all the changes in my home. I plan to get more and I am glad I chose this over other brands … I did a lot of research!,,
CR-007280,B09F3Z9BH6,Air Purifier Plug in for Home,2.0,I need answers.  Maybe it's just day 2.5.,Black soot around plug on Day 2.5 in bathroom.  Definitely does ot remove bad smells immediately.<br /> Not sure if ot is helping yet. Package does not give you any info on how to maintain... how to know of ot is working unless they assume as long as the light is on it is helping the air.  I placed one in my kids room and I think it is less stuffy.  Is it okay to burn a candle in the same room?  Why is the soot around the plug?  None around the oe in kids room.  Answers please...,,
CR-003272,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",5.0,Great Air Purifier,"We Have 3 smokers in the house one is upstairs and the smoke odder comes down the steps. the machine get 90 % of it. the other two smokers, smoke out side so you get third hand smoke when they come in the house, the purifier get most of all of that. Worth the money",,
CR-001320,B00L5KSV8M,Balight Hepa Air Purifier for Home Travel,4.0,clean air,Makes air smell clean,,
CR-008793,B07KXBX32V,"Dyson Pure Hot+Cool™ HP01 Air Purifier, Heater & Fan - White/Silver",5.0,Pricey but very functional!,I have been using this item for over a year. It’s on its 2nd winter being the main source of heat for our living room. Puts out enough warmth to keep it comfortable and is fairly quiet in comparison to other heaters. Fan works great for summer but is not an actual a/c. Just replacing the filter for the first time. Love this thing!,,
CR-002032,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",3.0,Helps in reducing allergies but less than optimal for removing second-hand smoke!,"3-18-19 UPDATE COMMENT: I purchased the Rabbit Air Purifier directly from Rabbit Air two years ago and I attest it is a quality purifier compared to less expensive brands.  The problem lies with replacement filters -- thus, if you reside around smokers, vapers, yearly wildfires, heavy street traffic you will need to replace the filters more often than the yearly recommendation.  Several recent replacement filters I received have been inconsistent in their quality.  My most recent order arrived with a leaky activated carbon filter (black dust in packaging and residue on my hands when touching the filter) and foul chemical odor in the HEPA and Odor filter that their customer service attributes to ""off gassing"".  They sent me replacement filters but wanted photos of the filters I was returning.  And to think, I was going to purchase a second air purifier from them.  See the email from their customer service rep.  Stay away from Rabbit Air and read the three star reviews as those reviews are right on!<br /><br />Hi Christine,<br /><br />Thank you for your email and I apologize that the exchange process became a hassle.<br /><br />In trying to be thorough, it looks like it became more inconvenience than necessary. Per your request. we will cancel the shipment of the odor filter, but in the future, if it's ever needed, you are welcome to contact us again.<br /><br />For the charcoal dust that you were concerned about, according to our researchers, we assume that there will be no health risks from the carbon dust. Due to the particle size, carbon dust is heavy, therefore, it would not become airborne easily. In addition, carbon dust could be very difficult to get into the body through the respiratory system even if it were to become airborne.<br /><br />If you have any questions or if there is anything else that we can assist you with, please let us know.<br /><br />Regards,<br /><br />Tamina Park<br />Rabbit Air<br /><br />Christine Carlino<br /><br />7-19-2017 UPDATE COMMENT:  After four months using the Rabbit Air Purifier in my 560 sq ft condo, I notice dust and small particle accumulation around the sides and bottom of the interior frame that holds the filters.  For reference, I remove and clean the first filter that is washable and vacuum the four filters every other week.  Unfortunately, this air purifier is no match for second hand cigarette smoke and marijuana odor from neighboring apartments.  I purchased this filter because it does not off gas as many air filters do.  I would not repurchase because of price. I'd recommend it for single family homes in controlling dust and light household odors, and those who are diligent in vacuuming and cleaning in general.  Not optimal for attached condos or apartments in harsh environments.<br /><br />ORIGINAL COMMENT: My allergist recommended this purifier to reduce allergens and help with second-hand smoke odors.  I consider this to be a quality 5-filter purification system.  For optimal results when I first received it, I ran the unit on Turbo or High for 72 hours in the bedroom and small living space to clear the air.  I did not wake up with a stuffy noise and the air was fresher.  Here is my analysis after a month:<br /><br />Pros:<br />• Quality, solid craftsmanship.  Stylish.<br />• Easy to read instructions and assemble right out of box.<br />• Air quality sensor light.  Manually adjustable speed selection and auto mode.<br />• Removes airborne dust and particles in room size around 300 sq. ft or less.<br />• Good return policy and excellent customer service.<br />• Negligible ozone production.<br />• Manually adjustable speed selection and auto mode.<br /><br />Cons:<br />• Pricey.<br />• The unit goes to 'sleep' in dark room, thus I run the system on manual low or medium at night to ensure the air is being filtered.<br />• Not good for older apartments or condos with leaky windows and doors.<br />• Detects and seems to eliminate kitchen / cooking smoke and odor but is less than optimal with reducing second-hand marijuana and tobacco odor (or smoke) from neighbors.  The special “Odor” filter does not contain enough activated carbon to contain these odors.<br /><br />NOTE: There is currently no air filter on the market that will “REMOVE” tobacco and weed smoke including the IQ Air Gas purifier.  The IQAir has had issues with its V-5 Cell filter emitting foul odors.",,
CR-004316,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",5.0,Stop being sick buy this purifier!,"Seriously this thing saved my life. We have some sort of mold I'm guessing in our house that was making me physically sick for years. Had this up and within 2 weeks my symptoms were gone. It's super quiet, efficient, NO chemical smell.<br /><br />On top of this my toddler who used to get colds consistently (shes in daycare) for weeks at a time now has a cold for one day and its gone. Do yourself a favor and invest in your HEALTH.",,
CR-005199,B0C2JF5179,"HARMONY 1500 Air Purifier for Home Large Room with H13 True HEPA Air Filter, Quiet Air Cleaner for Allergens, Pets, Smoke, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen – HSE1500-1500 Sq Ft",2.0,A letdown for me,"[[VIDEOID:d6b43f413ab6ce2a9c83439d72a283dc]] I was excited when this arrived but the reality was a letdown. After using it for 3 hours, I started noticing issues. My unit sits on a granite kitchen counter. First, even when set to low speed my unit would slightly vibrate.  On high speed, it would vibrate enough where one corner of the unit would slowly move position on the counter.  I was worried it would eventually fall off.  So I turned the unit off to try a different position and that's when I heard the sound of something loose inside as if the fan was hitting it and throwing it around the inside of the unit.  I tried it again and the sound was there a second time. I tried it a third time and it stopped. I took the filters off and ran it again and saw the issue.  A small computer board was lodged on one of the fan blades (see the video).  I very much wanted this item but for the price I can't take a risk of getting another defective one.  What a bummer.",,
CR-006068,B09F3Z9BH6,Air Purifier Plug in for Home,3.0,Extremely bright light makes sleep difficult!,"I feel this product works fine- less stuffy nose in morning.  But the light is so very bright that it is hard to sleep! I have tried blocking it, putting it under my bed but then the whole underside of the bed glows green.  Wasn't sure if I could tape over it to block the light or if that would decrease it's effectiveness.  The light makes it difficult to sleep.",,
CR-000435,B009CAUR6G,"ENVION Therapure TPP540 Medium to Large Room Filter HEPA Air Purifier with 3 Fan Speeds, LED Display, and 24 Hour Timer, Black",1.0,This new model not so good,I have two of the older model (box) style of this product and have been very satisified with them.  I had to return this one after the second day as the fan noise was terrible after a couple hours use.  I am used to sleeping with a fan noise in the room however this one sounded more like a small airplane propeller running.  So sorry it was not better than it was.  I am now looking for the older box style model that has been working perfectly for over three years now.,,
CR-003243,B0BZPPXM8D,"Air Purifiers for Home, H13 HEPA Air Purifier for Smoke Pollen Dust Dander Hair, Portable Air Cleaner with Sleep Mode Speed Control for Bedroom Office Living Room Kitchen,GL-2103",3.0,Disappointed...,"I was very excited to use this product, and unwrapped it out of the box expecting it to be new. Then once I plugged it in, I had noticed the two odd brown wires sticking out and a scrape on the side??? I'm not sure if this was a used product since I purchased a new one. Or if this was normal?",,
CR-001949,B017199I1Y,Dia Himalayan Natural Air Purifier Salt Lamp Rock Crystal Tower 6-8inch,2.0,To hot,Not sure how safe it gets hot!!,,
CR-007517,B0C2JF5179,"HARMONY 1500 Air Purifier for Home Large Room with H13 True HEPA Air Filter, Quiet Air Cleaner for Allergens, Pets, Smoke, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen – HSE1500-1500 Sq Ft",3.0,"Neat, uncertain it does all it claims","I have a rather dusty home, the display on the screen indicating the cleanliness of the air seems to directly correspond with how long the device has been running more so than any sort of external stimuli it receives. In example, on turn on it will indicate 'worst quality', and gradually work its way down. If you turn it off and on immediately, it does the same thing, even if it was off for half a second. I have no doubt it works as a standard HEPA air filter, but some of the features seem like potentially just fluff that may or may not actually be legitimate.",,
CR-001726,B00X67EJI8,Enerzen by OION Technologies LB-444 Commercial HEPA Air Purifier 3500 Sq. Ft. Ozone Ionizer Cleaner Clean Air,1.0,try another brand,mine only lasted 15 months. no ozone output. cannot find parts..  try another brand. no phone number or address in owners manuel?????????? WTF.,,
CR-001394,B00L5KSV8M,Balight Hepa Air Purifier for Home Travel,4.0,Four Stars,I LIKE IT-BUT MY WIFE DOES NOT BECAUSE IT EMITS METALLIC-SMELL,,
CR-002155,B007Y9RBX4,AAP 50 Plug-In Adjustable Ionic Room Air Purifier,1.0,"Don't buy this fake/ fraud ""air system""","Not worth a 1 star, 3 weeks in the fan speed control and within a few days no more ion/ ozone in the air. Just noise!<br />What a joke and a waste of $35 and no returns after 30 days. I got hosed as did Amazon's customer.",,
CR-004161,B0C2JF5179,"HARMONY 1500 Air Purifier for Home Large Room with H13 True HEPA Air Filter, Quiet Air Cleaner for Allergens, Pets, Smoke, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen – HSE1500-1500 Sq Ft",5.0,It’s just what you need,I tested it one night with it on and one night with it off in my bedroom and I can tell the difference.,,
CR-007188,B071HMNTPM,Dyson Purifier Cool™ TP07 Smart Air Purifier and Fan - White/Silver,5.0,works very well a little noisy,Love the fact There are no blades for children to get hurt works very well a little noisy,,
CR-010407,B0C2JF5179,"HARMONY 1500 Air Purifier for Home Large Room with H13 True HEPA Air Filter, Quiet Air Cleaner for Allergens, Pets, Smoke, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen – HSE1500-1500 Sq Ft",5.0,Best air purifier,I bought this over 1 year ago. It works great . The filters are easy to change. I have several cats. I recently moved to a smaller home and had used this in the living room. I recently switched and placed. this in my bedroom . I think I like it better in the bedroom! It keeps the air clean considering that's where my cats are most of the day. I highly recommend.,,
CR-002302,B01GXFY0KQ,Green Air Encore HEPA and Odor Fighting Filter Air Purifier with IonCluster Technology 1000 sq. ft.,2.0,Regrets,The product has lost its efficiency.  It is noisy when operated at a high fan mode.  I began experiencing difficulty with resetting the change filter notice and I could not get any response or assistance from the manufacturer.  There may be better alternatives for your consideration if you are considering this price range.,,
CR-005957,B089T5PXFN,"FiGoal Portable UV Lamp with USB Charging, Air Cleaner Multifunctional ultraviolet Lamp for Car Home Bedroom Kitchen Office Mini Size for Small Area Cleaning Net Black",1.0,Good Seller.,Bad Product.,,
CR-005050,B071HMNTPM,Dyson Purifier Cool™ TP07 Smart Air Purifier and Fan - White/Silver,1.0,SAVE YOUR MONEY,This product is not even close to be worth the money.,,
CR-000390,B007Y9RBX4,AAP 50 Plug-In Adjustable Ionic Room Air Purifier,1.0,A TOTAL WASTE OF MONEY!,"I purchased a number of these units, and at first, they appeared to work just fine.  However, one began to make noise after a month of use, and progressively got worse over time.  The noise finally got so bad that I stopped using it.  After about ninety days, a second and third unit stopped working all together.  I can only conclude that these units are not really manufactured to last.",,
CR-003332,B07B8LYNCX,"Wynd Essential Smart Personal Air Purifier - App Integrated, Dual Mode Air Cleaner - Ideal For Use Against Allergies, Asthma, COPD – Ideal for Home, Desk, Car, Travel – Black Matte",4.0,"Simple to use, expensive filters","After a couple of rolls off the counter, it cracked at the seam above the buttons, but it crazy glued back together just fine.<br /><br />Nifty little fan, a little smaller than a 16 oz travel coffee mug.  I don’t have a lot of air pollution where I live, but one day the smell of curry was all over my house from dinner, and with this by my face, I couldn’t smell anything.  So that’s my totally non-scientific experience. I mostly bought it for travel, to put in hotel bathrooms that never seem to have fans.  A cottonball on top with a drop of essential oil turns it into a simple diffuser, too.  Great construction, it survived a roll off the counter with no damage, and it just feels like it’s very well-built.",,
CR-008505,B07ZPLXB54,"Molekule Air Mini - FDA-Cleared Medical Air Purifier with PECO Technology for Allergens, Pollutants, Viruses, Bacteria, and Mold, White",2.0,Mine was defective,"I ordered the mini for my bedroom.  I also have the mini plus which I love and it works great.  On my mini however, the lights on top indicating the air quality didn’t work nor did it work on the first level at all, only the 2nd thru the fifth. The little air filter light didn’t work either.  I really wanted another but I had to regretfully return this one.  I’m afraid to order a replacement at this point either.  I’d recommend going with the mini plus.",,
CR-001235,B0BBV2Z7VG,"Alen BreatheSmart Classic H13 HEPA Air Purifier, Air Purifiers For Home Large Room w/ 1100 SqFt Coverage, Medical-Grade Air Cleaner for Pet Dander & Odor, up to 12 Mos. Filter Life, Oak",4.0,Defenitely picks up a lot of hair. I have ...,Defenitely picks up a lot of hair. I have two golden retrievers and the hair around the house drives me crazy. I have to clean the filter every week or so.,,
CR-007015,B0C2JF5179,"HARMONY 1500 Air Purifier for Home Large Room with H13 True HEPA Air Filter, Quiet Air Cleaner for Allergens, Pets, Smoke, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen – HSE1500-1500 Sq Ft",4.0,"Great air quality, use for small areas","Top notch as far as air quality improvement,  but is really suited to bedrooms and smaller rooms.  Doesn't move the air around enough for larger rooms.",,
