review_id,product_sku,rating,rating_trusted,theme
CR-000055,B000BC8WRA,5.0,true,none
CR-000056,B0006BAVNY,4.0,true,none
CR-000057,B0006FLJWW,5.0,true,none
CR-000058,B001Q3KS9S,1.0,true,none
CR-000059,B0000AUTU3,5.0,true,none
CR-000060,B0006FLJWW,5.0,true,none
CR-000061,B0017Z247E,5.0,true,none
CR-000062,B000B1R9IY,4.0,true,none
CR-000063,B07R81N4X9,5.0,true,none
CR-000064,B0017Z247E,4.0,true,none
CR-000065,B000BC8WRA,5.0,true,none
CR-000066,B000VG7ZQ0,4.0,true,none
CR-000067,B0017Z247E,5.0,true,none
CR-000068,B0017Z247E,5.0,true,none
CR-000069,B07R81N4X9,4.0,true,none
CR-000070,B000I0WQWC,3.0,true,none
CR-000071,B000B1R9IY,5.0,true,none
CR-000072,B000B1R9IY,5.0,true,none
CR-000073,B000N1HZ2W,5.0,true,none
CR-000074,B000BC8WRA,1.0,true,none
CR-000075,B000B1R9IY,4.0,true,none
CR-000076,B0000AUTU3,5.0,true,none
CR-000077,B0000AUTU3,5.0,true,none
CR-000078,B000BC8WRA,1.0,true,none
CR-000079,B0000AUTU3,4.0,true,none
CR-000080,B000B1R9IY,1.0,true,value_effectiveness
CR-000081,B000B1R9IY,5.0,true,none
CR-000082,B000B1R9IY,4.0,true,none
CR-000083,B000XKM3J8,5.0,true,noise
CR-000084,B07R81N4X9,4.0,true,noise
CR-000085,B000B1R9IY,5.0,true,none
CR-000086,B000B1R9IY,5.0,true,none
CR-000087,B000XKM3J8,4.0,true,noise
CR-000088,B000XKM3J8,3.0,true,none
CR-000089,B001Q3KS9S,3.0,true,none
CR-000090,B000B1R9IY,2.0,true,none
CR-000091,B001FWXKMC,3.0,true,none
CR-000092,B000B1R9IY,1.0,true,none
CR-000093,B0000AUTU3,1.0,true,none
CR-000094,B000I0WQWC,1.0,true,none
CR-000095,B000I0WQWC,1.0,true,none
CR-000096,B000B1R9IY,5.0,true,none
CR-000097,B003BQTNIU,1.0,true,none
CR-000098,B0000AUTU3,5.0,true,none
CR-000099,B0015GJNYC,5.0,true,none
CR-000100,B07R81N4X9,5.0,true,noise
CR-000101,B0009GVZ0Y,4.0,true,none
CR-000102,B003BQTNIU,4.0,true,noise
CR-000103,B000B1R9IY,5.0,true,none
CR-000104,B000XKM3J8,5.0,true,none
CR-000105,B0006FLJWW,5.0,true,none
CR-000106,B000H16916,4.0,true,none
CR-000107,B000BC8WRA,2.0,true,customer_service
CR-000108,B000B1R9IY,4.0,true,none
CR-000109,B0006FLJWW,5.0,true,none
CR-000110,B000B1R9IY,4.0,true,none
CR-000111,B07R81N4X9,5.0,true,none
CR-000112,B07R81N4X9,5.0,true,none
CR-000113,B003BQTNIU,5.0,true,noise
CR-000114,B000B1R9IY,5.0,true,none
CR-000115,B000B1R9IY,1.0,true,customer_service
CR-000116,B07R81N4X9,1.0,false,none
CR-000117,B000XKM3J8,5.0,true,none
CR-000118,B0000AUTU3,1.0,true,none
CR-000119,B000XKM3J8,5.0,true,none
CR-000120,B07R81N4X9,5.0,true,none
CR-000121,B07R81N4X9,3.0,true,none
CR-000122,B003BQTNIU,5.0,true,noise
CR-000123,B000B1R9IY,4.0,true,none
CR-000124,B001DYX5KY,5.0,true,none
CR-000125,B07R81N4X9,5.0,true,none
CR-000126,B004BOUQPK,2.0,true,none
CR-000127,B07R81N4X9,5.0,true,none
CR-000128,B0006FLJWW,3.0,true,none
CR-000129,B000B1R9IY,5.0,true,none
CR-000130,B001BC3M1K,1.0,false,none
CR-000131,B07R81N4X9,4.0,true,none
CR-000132,B000B1R9IY,3.0,true,none
CR-000133,B001BC3M1K,5.0,true,none
CR-000134,B07R81N4X9,4.0,true,ozone_odor_safety
CR-000135,B07R81N4X9,5.0,true,noise
CR-000136,B000B1R9IY,4.0,true,none
CR-000137,B000XKM3J8,1.0,true,none
CR-000138,B07R81N4X9,5.0,true,none
CR-000139,B07R81N4X9,4.0,true,none
CR-000140,B07R81N4X9,5.0,true,none
CR-000141,B003EU67BO,5.0,true,none
CR-000142,B000I0WQWC,4.0,true,none
CR-000143,B001BC3M1K,5.0,true,none
CR-000144,B000XKM3J8,1.0,true,none
CR-000145,B000B1R9IY,3.0,true,none
CR-000146,B07R81N4X9,3.0,true,none
CR-000147,B000XKM3J8,5.0,true,none
CR-000148,B000XKM3J8,4.0,true,noise
CR-000149,B0776XKZ1Y,2.0,true,none
CR-000150,B0006FLJWW,5.0,true,none
CR-000151,B000BC8WRA,1.0,true,customer_service
CR-000152,B000B1R9IY,2.0,true,reliability
CR-000153,B003EU67BO,1.0,true,none
CR-000154,B000B1R9IY,4.0,true,none
CR-000155,B07R81N4X9,5.0,true,none
CR-000156,B000BC8WRA,1.0,true,none
CR-000157,B003BQTNIU,5.0,true,none
CR-000158,B002VSAFP4,5.0,true,none
CR-000159,B000XKM3J8,1.0,true,none
CR-000160,B07R81N4X9,4.0,true,none
CR-000161,B003BQTNIU,2.0,true,none
CR-000162,B07R81N4X9,5.0,true,none
CR-000163,B07R81N4X9,4.0,true,none
CR-000164,B003EU67BO,5.0,true,noise
CR-000165,B07R81N4X9,5.0,true,none
CR-000166,B000BC8WRA,1.0,true,none
CR-000167,B002FHIBM0,5.0,true,none
CR-000168,B003BQTNIU,5.0,true,none
CR-000169,B07R81N4X9,5.0,true,none
CR-000170,B0776XKZ1Y,5.0,true,none
CR-000171,B0009GVZ0Y,5.0,true,none
CR-000172,B003D7G9EI,5.0,true,none
CR-000173,B07R81N4X9,4.0,true,none
CR-000174,B07R81N4X9,5.0,true,none
CR-000175,B002VSAFP4,5.0,true,none
CR-000176,B07R81N4X9,5.0,true,none
CR-000177,B07R81N4X9,5.0,true,none
CR-000178,B0776XKZ1Y,4.0,true,none
CR-000179,B07R81N4X9,5.0,true,none
CR-000180,B07R81N4X9,5.0,true,reliability
CR-000181,B07R81N4X9,5.0,true,none
CR-000182,B07R81N4X9,4.0,true,ozone_odor_safety
CR-000183,B000XKM3J8,5.0,true,none
CR-000184,B07R81N4X9,5.0,true,ozone_odor_safety
CR-000185,B000XKM3J8,2.0,true,none
CR-000186,B002VSAFP4,5.0,true,none
CR-000187,B00411PN6A,3.0,true,none
CR-000188,B003BQTNIU,1.0,true,none
CR-000189,B002VSAFP4,4.0,true,none
CR-000190,B002VSAFP4,5.0,true,none
CR-000191,B002VSAFP4,5.0,true,none
CR-000192,B07R81N4X9,5.0,true,none
CR-000193,B002VSAFP4,5.0,true,none
CR-000194,B0776XKZ1Y,5.0,true,none
CR-000195,B07R81N4X9,5.0,true,none
CR-000196,B000KTKSSA,5.0,true,none
CR-000197,B0776XKZ1Y,5.0,true,none
CR-000198,B0776XKZ1Y,5.0,true,none
CR-000199,B00411PN6A,3.0,true,none
CR-000200,B0776XKZ1Y,4.0,true,none
CR-000201,B000I0WQWC,5.0,true,none
CR-000202,B002VSAFP4,4.0,true,noise
CR-000203,B002VSAFP4,5.0,true,none
CR-000204,B07R81N4X9,3.0,true,none
CR-000205,B000XKM3J8,5.0,true,none
CR-000206,B002VSAFP4,5.0,true,none
CR-000207,B07R81N4X9,5.0,true,filter_cost
CR-000208,B07R81N4X9,4.0,true,none
CR-000209,B0006FLJWW,1.0,true,none
CR-000210,B000B1R9IY,1.0,true,none
CR-000211,B003BQTNIU,5.0,true,none
CR-000212,B002QUZGVA,1.0,true,noise
CR-000213,B000B1R9IY,2.0,true,none
CR-000214,B0006FLJWW,4.0,true,noise
CR-000215,B07R81N4X9,5.0,true,none
CR-000216,B001FWXKMC,4.0,true,none
CR-000217,B002QUZGVA,1.0,true,noise
CR-000218,B0006BAVNY,5.0,true,none
CR-000219,B000I0WQWC,1.0,true,none
CR-000220,B07R81N4X9,5.0,true,none
CR-000221,B007GQ80YY,4.0,true,none
CR-000222,B000VG7ZQ0,1.0,true,none
CR-000223,B00143SXU6,5.0,false,noise
CR-000224,B007Y9RBX4,5.0,true,none
CR-000225,B007GQ80YY,3.0,true,none
CR-000226,B007Y9RBX4,5.0,true,none
CR-000227,B0776XKZ1Y,5.0,true,none
CR-000228,B07R81N4X9,5.0,true,none
CR-000229,B07R81N4X9,4.0,true,none
CR-000230,B07R81N4X9,2.0,true,none
CR-000231,B07R81N4X9,5.0,true,none
CR-000232,B0057IKJPQ,4.0,true,noise
CR-000233,B07R81N4X9,5.0,true,none
CR-000234,B000I0WQWC,3.0,true,none
CR-000235,B07R81N4X9,5.0,true,none
CR-000236,B006KSEZ5C,1.0,true,reliability
CR-000237,B007Y9RBX4,5.0,true,none
CR-000238,B003EU67BO,4.0,true,none
CR-000239,B000N1HZ2W,5.0,true,none
CR-000240,B0776XKZ1Y,5.0,true,none
CR-000241,B000I0WQWC,1.0,true,customer_service
CR-000242,B07R81N4X9,5.0,true,none
CR-000243,B009CAUR6G,4.0,true,noise
CR-000244,B07R81N4X9,4.0,true,none
CR-000245,B007Y9RBX4,5.0,true,none
CR-000246,B007Y9RBX4,5.0,true,none
CR-000247,B002VSAFP4,1.0,true,none
CR-000248,B007GQ80YY,1.0,true,none
CR-000249,B007Y9RBX4,5.0,true,none
CR-000250,B002VSAFP4,2.0,true,none
CR-000251,B007Y9RBX4,5.0,true,none
CR-000252,B0776XKZ1Y,5.0,true,none
CR-000253,B07R81N4X9,5.0,false,noise
CR-000254,B002FHIBM0,5.0,true,none
CR-000255,B07R81N4X9,5.0,true,filter_cost
CR-000256,B0006FLJWW,5.0,true,none
CR-000257,B07R81N4X9,5.0,true,none
CR-000258,B000B1R9IY,1.0,true,none
CR-000259,B007Y9RBX4,1.0,true,ozone_odor_safety
CR-000260,B007Y9RBX4,5.0,true,none
CR-000261,B07R81N4X9,3.0,true,customer_service
CR-000262,B003EU67BO,5.0,true,none
CR-000263,B001BC3M1K,5.0,true,none
CR-000264,B007Y9RBX4,1.0,false,none
CR-000265,B07R81N4X9,5.0,true,none
CR-000266,B007Y9RBX4,5.0,true,none
CR-000267,B007Y5B814,5.0,true,none
CR-000268,B006KSEZ5C,1.0,true,none
CR-000269,B007Y9RBX4,5.0,true,none
CR-000270,B000I0WQWC,1.0,true,none
CR-000271,B007Y9RBX4,5.0,true,none
CR-000272,B007Y9RBX4,5.0,true,none
CR-000273,B00411PN6A,5.0,true,none
CR-000274,B07R81N4X9,5.0,true,none
CR-000275,B07R81N4X9,5.0,true,none
CR-000276,B0776XKZ1Y,4.0,true,none
CR-000277,B07R81N4X9,3.0,true,none
CR-000278,B000I0WQWC,5.0,true,none
CR-000279,B000I0WQWC,5.0,true,none
CR-000280,B007Y9RBX4,4.0,true,none
CR-000281,B007Y9RBX4,5.0,true,none
CR-000282,B0030UD626,5.0,true,none
CR-000283,B003D7G9EI,5.0,true,none
CR-000284,B007Y9RBX4,4.0,true,none
CR-000285,B003EU67BO,5.0,true,none
CR-000286,B007Y9RBX4,5.0,true,none
CR-000287,B0776XKZ1Y,5.0,true,none
CR-000288,B000I0WQWC,5.0,true,none
CR-000289,B000B1R9IY,1.0,true,none
CR-000290,B006KSEZ5C,5.0,true,none
CR-000291,B000I0WQWC,4.0,true,none
CR-000292,B07R81N4X9,5.0,true,none
CR-000293,B0BBV2Z7VG,5.0,true,none
CR-000294,B007Y9RBX4,5.0,true,none
CR-000295,B07R81N4X9,4.0,true,none
CR-000296,B002FHIBM0,1.0,true,none
CR-000297,B007Y9RBX4,3.0,true,none
CR-000298,B0006FLJWW,5.0,true,none
CR-000299,B0776XKZ1Y,5.0,true,none
CR-000300,B006KSEZ5C,5.0,true,none
CR-000301,B07V4GC3VC,5.0,true,noise
CR-000302,B000I0WQWC,1.0,true,none
CR-000303,B000I0WQWC,5.0,true,none
CR-000304,B0776XKZ1Y,3.0,true,none
CR-000305,B007Y9RBX4,5.0,true,none
CR-000306,B007Y9RBX4,5.0,true,none
CR-000307,B007Y9RBX4,5.0,true,none
CR-000308,B003EU67BO,5.0,false,noise
CR-000309,B0776XKZ1Y,5.0,true,none
CR-000310,B007Y9RBX4,5.0,true,none
CR-000311,B007Y9RBX4,5.0,true,none
CR-000312,B007Y9RBX4,4.0,true,none
CR-000313,B00654T2Z4,1.0,true,none
CR-000314,B00654T2Z4,4.0,true,none
CR-000315,B003EU67BO,5.0,false,none
CR-000316,B006VA94E6,2.0,true,none
CR-000317,B000XKM3J8,1.0,true,noise
CR-000318,B007Y9RBX4,5.0,true,none
CR-000319,B002VSAFP4,2.0,true,none
CR-000320,B0006FLJWW,4.0,true,none
CR-000321,B003EU67BO,5.0,true,none
CR-000322,B007Y9RBX4,1.0,true,none
CR-000323,B002VSAFP4,5.0,true,none
CR-000324,B0BBV2Z7VG,4.0,true,none
CR-000325,B007Y9RBX4,5.0,true,none
CR-000326,B000N1HZ2W,5.0,true,none
CR-000327,B07R81N4X9,2.0,true,none
CR-000328,B007Y9RBX4,2.0,true,none
CR-000329,B002FHIBM0,3.0,true,none
CR-000330,B006KSEZ5C,3.0,true,none
CR-000331,B00BFXJXQS,4.0,true,none
CR-000332,B000I0WQWC,4.0,true,none
CR-000333,B007Y9RBX4,5.0,true,none
CR-000334,B006KSEZ5C,4.0,true,none
CR-000335,B006KSEZ5C,3.0,true,none
CR-000336,B007Y9RBX4,3.0,true,none
CR-000337,B009CAUR6G,5.0,true,noise
CR-000338,B009CAUR6G,4.0,true,none
CR-000339,B07R81N4X9,5.0,true,none
CR-000340,B07R81N4X9,5.0,true,none
CR-000341,B0006FLJWW,2.0,true,none
CR-000342,B007Y9RBX4,1.0,true,none
CR-000343,B002QUZGVA,3.0,true,none
CR-000344,B007Y9RBX4,3.0,true,noise
CR-000345,B009CAUR6G,5.0,true,none
CR-000346,B000I0WQWC,1.0,true,none
CR-000347,B009CAUR6G,5.0,true,none
CR-000348,B0006FLJWW,3.0,true,none
CR-000349,B00BFXJXQS,2.0,true,none
CR-000350,B07R81N4X9,5.0,true,none
CR-000351,B009CAUR6G,5.0,true,none
CR-000352,B007GQ80YY,1.0,true,none
CR-000353,B007Y9RBX4,5.0,true,none
CR-000354,B006KSEZ5C,5.0,true,none
CR-000355,B009CAUR6G,5.0,true,none
CR-000356,B003EU67BO,5.0,true,none
CR-000357,B07R81N4X9,5.0,true,none
CR-000358,B07R81N4X9,5.0,true,none
CR-000359,B007Y9RBX4,5.0,true,none
CR-000360,B007Y9RBX4,4.0,true,none
CR-000361,B006KSEZ5C,5.0,true,none
CR-000362,B000I0WQWC,5.0,true,none
CR-000363,B007Y9RBX4,1.0,false,none
CR-000364,B000N1HZ2W,5.0,true,none
CR-000365,B000I0WQWC,5.0,true,none
CR-000366,B0776XKZ1Y,5.0,true,none
CR-000367,B006KSEZ5C,4.0,true,none
CR-000368,B0006BAVNY,4.0,true,noise
CR-000369,B07R81N4X9,4.0,true,none
CR-000370,B006KSEZ5C,1.0,false,none
CR-000371,B000I0WQWC,5.0,true,none
CR-000372,B000I0WQWC,1.0,true,none
CR-000373,B002VSAFP4,4.0,true,none
CR-000374,B000I0WQWC,5.0,true,none
CR-000375,B007Y9RBX4,5.0,true,none
CR-000376,B003LMUUP4,4.0,true,none
CR-000377,B00654T2Z4,4.0,true,none
CR-000378,B007Y9RBX4,5.0,true,none
CR-000379,B0776XKZ1Y,4.0,true,none
CR-000380,B0776XKZ1Y,4.0,true,none
CR-000381,B0776XKZ1Y,5.0,true,none
CR-000382,B07R81N4X9,5.0,true,none
CR-000383,B0BBV2Z7VG,5.0,true,none
CR-000384,B002VSAFP4,5.0,false,none
CR-000385,B0BBV2Z7VG,4.0,true,none
CR-000386,B007Y9RBX4,5.0,true,ozone_odor_safety
CR-000387,B000I0WQWC,5.0,true,none
CR-000388,B007Y9RBX4,5.0,true,none
CR-000389,B07R81N4X9,5.0,true,none
CR-000390,B007Y9RBX4,1.0,true,reliability
CR-000391,B006VA94E6,2.0,true,none
CR-000392,B0006FLJWW,5.0,true,none
CR-000393,B007Y9RBX4,4.0,true,noise
CR-000394,B007Y9RBX4,5.0,true,none
CR-000395,B007Y9RBX4,3.0,true,none
CR-000396,B07R81N4X9,5.0,true,none
CR-000397,B001FWXKMC,4.0,true,noise
CR-000398,B009CAUR6G,5.0,true,none
CR-000399,B07R81N4X9,5.0,true,none
CR-000400,B00BFXJXQS,5.0,true,none
CR-000401,B007Y9RBX4,5.0,true,none
CR-000402,B0776XKZ1Y,1.0,true,none
CR-000403,B07R81N4X9,4.0,true,none
CR-000404,B000I0WQWC,5.0,true,none
CR-000405,B0015GJNYC,5.0,true,none
CR-000406,B007Y9RBX4,3.0,true,none
CR-000407,B007Y9RBX4,4.0,true,none
CR-000408,B07R81N4X9,5.0,true,none
CR-000409,B07R81N4X9,5.0,true,none
CR-000410,B007Y9RBX4,4.0,true,none
CR-000411,B007Y9RBX4,4.0,true,none
CR-000412,B007Y9RBX4,5.0,true,none
CR-000413,B000I0WQWC,5.0,true,none
CR-000414,B07R81N4X9,5.0,true,none
CR-000415,B006KSEZ5C,4.0,true,none
CR-000416,B07R81N4X9,5.0,true,none
CR-000417,B007Y9RBX4,5.0,true,none
CR-000418,B00A13VE38,5.0,true,none
CR-000419,B000H16916,5.0,true,none
CR-000420,B07R81N4X9,5.0,true,none
CR-000421,B007Y5B814,5.0,true,none
CR-000422,B007Y9RBX4,5.0,true,none
CR-000423,B07R81N4X9,5.0,true,none
CR-000424,B0776XKZ1Y,4.0,true,none
CR-000425,B07R81N4X9,5.0,true,none
CR-000426,B0BBV2Z7VG,1.0,false,none
CR-000427,B007Y9RBX4,5.0,true,none
CR-000428,B000I0WQWC,5.0,true,none
CR-000429,B0776XKZ1Y,5.0,true,none
CR-000430,B007Y9RBX4,5.0,true,none
CR-000431,B000I0WQWC,3.0,true,none
CR-000432,B00A13VE38,5.0,true,none
CR-000433,B000I0WQWC,1.0,true,none
CR-000434,B00143SXU6,2.0,true,noise
CR-000435,B009CAUR6G,1.0,true,none
CR-000436,B07R81N4X9,5.0,true,none
CR-000437,B0776XKZ1Y,5.0,true,none
CR-000438,B009CAUR6G,3.0,true,none
CR-000439,B0776XKZ1Y,5.0,true,none
CR-000440,B00411PN6A,5.0,true,none
CR-000441,B07R81N4X9,5.0,true,none
CR-000442,B007Y9RBX4,4.0,true,none
CR-000443,B000I0WQWC,5.0,true,none
CR-000444,B0000AUTU3,2.0,true,none
CR-000445,B0BBV2Z7VG,5.0,true,noise
CR-000446,B002QUZGVA,4.0,true,none
CR-000447,B07R81N4X9,5.0,true,none
CR-000448,B007Y9RBX4,5.0,true,none
CR-000449,B0009GVZ0Y,3.0,true,none
CR-000450,B007Y9RBX4,5.0,false,ozone_odor_safety
CR-000451,B007Y9RBX4,4.0,true,none
CR-000452,B07R81N4X9,1.0,true,none
CR-000453,B007Y9RBX4,1.0,true,none
CR-000454,B0776XKZ1Y,5.0,true,none
CR-000455,B007Y9RBX4,2.0,true,none
CR-000456,B007Y5B814,5.0,true,none
CR-000457,B007Y9RBX4,4.0,true,noise
CR-000458,B07R81N4X9,5.0,true,none
CR-000459,B000I0WQWC,1.0,true,none
CR-000460,B007Y9RBX4,3.0,true,noise
CR-000461,B001FWXKMC,5.0,true,none
CR-000462,B007Y5B814,5.0,true,none
CR-000463,B007Y5B814,5.0,true,none
CR-000464,B0006FLJWW,5.0,true,ozone_odor_safety
CR-000465,B007Y9RBX4,4.0,true,noise
CR-000466,B07R81N4X9,5.0,true,none
CR-000467,B007Y9RBX4,5.0,true,none
CR-000468,B002QUZGVA,3.0,true,none
CR-000469,B007Y5B814,5.0,true,none
CR-000470,B007Y9RBX4,5.0,false,noise
CR-000471,B006KSEZ5C,2.0,true,none
CR-000472,B00143SXU6,3.0,true,none
CR-000473,B0776XKZ1Y,5.0,true,none
CR-000474,B0BBV2Z7VG,5.0,true,none
CR-000475,B0776XKZ1Y,5.0,true,none
CR-000476,B007Y9RBX4,5.0,true,none
CR-000477,B007Y9RBX4,5.0,true,none
CR-000478,B007Y5B814,5.0,true,none
CR-000479,B007Y5B814,5.0,true,none
CR-000480,B000XKM3J8,1.0,true,none
CR-000481,B007Y9RBX4,5.0,true,none
CR-000482,B000I0WQWC,3.0,true,none
CR-000483,B00EHN19JW,4.0,true,none
CR-000484,B0006FLJWW,4.0,true,none
CR-000485,B0776XKZ1Y,5.0,true,none
CR-000486,B007Y9RBX4,1.0,true,reliability
CR-000487,B006VA94E6,1.0,true,customer_service
CR-000488,B000HECMEG,5.0,true,none
CR-000489,B007Y5B814,5.0,true,none
CR-000490,B007Y5B814,4.0,true,none
CR-000491,B07V4GC3VC,1.0,true,none
CR-000492,B007Y5B814,5.0,true,none
CR-000493,B007Y9RBX4,5.0,true,none
CR-000494,B000I0WQWC,5.0,true,none
CR-000495,B00EHN19JW,5.0,true,none
CR-000496,B00BFXJXQS,4.0,true,none
CR-000497,B00BFXJXQS,1.0,false,none
CR-000498,B0776XKZ1Y,5.0,true,none
CR-000499,B0776XKZ1Y,5.0,true,none
CR-000500,B00EHN19JW,2.0,true,none
CR-000501,B00BFXJXQS,5.0,true,none
CR-000502,B006KSEZ5C,4.0,true,none
CR-000503,B002VSAFP4,2.0,true,none
CR-000504,B007Y5B814,2.0,true,none
CR-000505,B007Y5B814,3.0,true,none
CR-000506,B007Y5B814,5.0,true,none
CR-000507,B007Y9RBX4,1.0,true,none
CR-000508,B007Y5B814,5.0,true,none
CR-000509,B002VSAFP4,5.0,true,none
CR-000510,B0776XKZ1Y,1.0,true,none
CR-000511,B007Y9RBX4,4.0,true,none
CR-000512,B006KSEZ5C,2.0,true,none
CR-000513,B07R81N4X9,5.0,true,none
CR-000514,B007Y9RBX4,3.0,true,reliability
CR-000515,B0776XKZ1Y,5.0,true,none
CR-000516,B0776XKZ1Y,5.0,true,none
CR-000517,B006KSEZ5C,4.0,true,none
CR-000518,B007Y5B814,1.0,true,ozone_odor_safety
CR-000519,B007Y5B814,4.0,true,none
CR-000520,B007Y5B814,5.0,true,none
CR-000521,B07R81N4X9,5.0,true,none
CR-000522,B007Y9RBX4,2.0,true,none
CR-000523,B007Y9RBX4,5.0,true,none
CR-000524,B07R81N4X9,5.0,true,none
CR-000525,B007Y5B814,2.0,true,none
CR-000526,B0BBV2Z7VG,5.0,true,none
CR-000527,B0BBV2Z7VG,5.0,true,none
CR-000528,B002VSAFP4,5.0,false,noise
CR-000529,B07R81N4X9,4.0,true,noise
CR-000530,B002VSAFP4,4.0,true,none
CR-000531,B002FHIBM0,5.0,true,none
CR-000532,B002VSAFP4,3.0,true,none
CR-000533,B007Y9RBX4,5.0,true,none
CR-000534,B0BBV2Z7VG,5.0,true,none
CR-000535,B007Y5B814,3.0,true,none
CR-000536,B0077TBFHE,1.0,true,noise
CR-000537,B006KSEZ5C,2.0,true,none
CR-000538,B007Y9RBX4,5.0,true,none
CR-000539,B002FHIBM0,1.0,true,none
CR-000540,B0BBV2Z7VG,5.0,true,none
CR-000541,B002VSAFP4,2.0,true,none
CR-000542,B007Y9RBX4,5.0,true,none
CR-000543,B000I0WQWC,5.0,true,none
CR-000544,B00EHN19JW,5.0,true,none
CR-000545,B0BBV2Z7VG,5.0,true,none
CR-000546,B000I0WQWC,5.0,true,none
CR-000547,B007Y5B814,5.0,true,none
CR-000548,B002VSAFP4,5.0,true,none
CR-000549,B0006BAVNY,5.0,true,none
CR-000550,B007Y9RBX4,5.0,true,none
CR-000551,B007Y9RBX4,4.0,true,none
CR-000552,B002VSAFP4,5.0,true,none
CR-000553,B0BBV2Z7VG,5.0,true,none
CR-000554,B0BBV2Z7VG,5.0,true,none
CR-000555,B007Y9RBX4,4.0,true,none
CR-000556,B0030UD626,5.0,true,none
CR-000557,B0776XKZ1Y,5.0,true,none
CR-000558,B007Y5B814,5.0,true,none
CR-000559,B0776XKZ1Y,3.0,true,none
CR-000560,B002FHIBM0,1.0,true,noise
CR-000561,B007Y9RBX4,3.0,true,none
CR-000562,B006KSEZ5C,5.0,true,none
CR-000563,B0776XKZ1Y,5.0,true,none
CR-000564,B0015GJNYC,1.0,true,reliability
CR-000565,B00411PN6A,5.0,true,none
CR-000566,B0BBV2Z7VG,4.0,true,none
CR-000567,B0006FLJWW,5.0,true,none
CR-000568,B00A6E9JP2,5.0,true,none
CR-000569,B07R81N4X9,4.0,true,none
CR-000570,B00EHN19JW,5.0,true,none
CR-000571,B0776XKZ1Y,5.0,true,none
CR-000572,B0776XKZ1Y,5.0,true,none
CR-000573,B0006FLJWW,1.0,true,none
CR-000574,B0BBV2Z7VG,5.0,true,none
CR-000575,B0BBV2Z7VG,5.0,true,none
CR-000576,B007Y9RBX4,3.0,true,none
CR-000577,B07R81N4X9,4.0,true,none
CR-000578,B007Y9RBX4,5.0,true,none
CR-000579,B007Y5B814,4.0,true,none
CR-000580,B006KSEZ5C,5.0,true,none
CR-000581,B07V4GC3VC,5.0,true,none
CR-000582,B007GQ80YY,1.0,true,none
CR-000583,B006KSEZ5C,2.0,true,none
CR-000584,B0BBV2Z7VG,5.0,false,none
CR-000585,B0776XKZ1Y,5.0,true,none
CR-000586,B002VSAFP4,3.0,true,none
CR-000587,B0BBV2Z7VG,5.0,true,none
CR-000588,B007Y9RBX4,5.0,false,ozone_odor_safety
CR-000589,B07R81N4X9,5.0,true,none
CR-000590,B000XKM3J8,1.0,true,none
