review_id,product_sku,product_name,brand,marketplace,review_date,review_date_raw_epoch_ms,rating,review_title,review_text,verified_purchase,helpful_votes,reviewer_id,source_ingested_at
CR-000015,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2007-06-22,1182502720000,5.0,-VERY- Silent,"I just received this unit a few days ago by mail. Although I cannot yet comment on the purifier's ability to purify, I can say that on the silent setting the unit is almost perfectly inaudible. Standing at least three feet away from the unit I was unable to tell whether it was actually on or off on the Silent setting. At higher speeds it is still relatively quiet as well. There are 5 settings - Silent, Low, Med, High, and Turbo. It wasn't until the mid setting that I could tell it was on while sitting nearby.<br /><br />As for its aesthetics, the unit is pleasing to the eye. The construction seems to be durable and there is a nice glossy finish along the front end. The ""mood light"" on the front end lends itself to the refined look that Rabbitair was surely going for. All in all, the unit looks and feels classy.<br /><br />In regards to maintenance, The air quality sensor and a few other parts have to be cleaned every few months with a cue tip, while the main filters have to be changed every 12 months under normal circumstances, according to the manual.<br /><br />If its air cleaning quality is up to par with the design of the rest of the unit, I'd say this was money well spent. Time will tell. I will update this review as soon as I can comment as to its affects on air quality.",true,6,AEVL2PO7KWLBO5RSEI54AP2QUSJQ,2026-08-26T09:00:00+02:00
CR-000016,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2007-07-07,1183828700000,5.0,Great product. Read for comparison against 582A,"I wanted to post this review mainly because there is no real comparison between [[ASIN:B000R52Z2O Rabbit Air MinusA2 (covers 700 sq. ft.) Ultra-Quiet Air Purifier - 6 Stage Filtration! - built in Mood Light]] and the [[ASIN:B000KMRZNI Rabbit Air BioGP (model 582A - covers 780 sq. ft.) Ultra-Quiet Air Purifier w/ Germicidal Protection- Low Maintenance - Washable Filters!, Pearl White]] out there. This is to give you an idea if you're making a choice between the two. [...]<br /><br />I first purchased the 582A but returned it after a few months of usage due to some minor defect for an exchange with MinusA2 (RabbitAir support was extremely helpful). As a result I have experience with both of these units. The main reason I purchased an Air Purifier was dust elimination and for that particular purpose in mind both these products exceeded my expectations.<br /><br />In the order of importance for me, these are the differences:<br />- As I am posting this review MinusA2 is $[...] more expensive than 582A. So why should you even consider MinusA2? Read on...<br /><br />- Filtering:<br />(a) MinusA2 has 2 more levels of filtering. The Medium Filter (which filters medium sized particles and increases the efficiency/lifespan of the main HEPA filter) and a Customized Filter of your choice.<br />(b) On the other hand although RabbitAir boasts about the benefits of BioGP HEPA filters over the regular HEPA filters on their website, it's not clear if the MinusA2 HEPA filter is also BioGP (yet it's made by 3M and looks high quality). The price of the 582A's HEPA filter is more expensive. I am not sure if this is due to the surface area or because 582A's filter is really more effective.<br /><br />- Noise level:  This is where MinusA2 shines due to its more efficient new engine.<br />(a) I was pleasantly surprised to find out MinusA2 improves quite a bit over already very silent 582A. To compare at different speeds the noise and Clean Air Flow, check the Features tab in RabbitAir's own website for each product.<br />(b) I am not sure how RabbitAir calculates the sq ft. coverage but I run these units at the highest speed for which noise is acceptable (~ about 30dB in my opinion). Consequently I can run MinusA2 at Medium speed producing 97 Cubic Feet/min of clean air as opposed to 582A's Low speed producing  85 Cubic Feet/min.<br /><br />- Area of coverage:  Although 582A is rated at 780 sq ft. versus 700 sq ft. of MinusA2, if you check the Features tab for each product on RabbitAir's website you'll find out that MinusA2's clean air output is generally higher at the same speed setting as well as its CADR (clean air delivery rate) rating. I imagine RabbitAir's sq ft. calculation is based on the maximum setting in which 582A outputs 208 Cubic Feet/min vs 187 Cubic Feet/min of MinusA2. However I think this is unrealistic and I doubt many of you will choose to use it at the highest setting due to high energy consumption and noise.<br /><br />- Design and build quality: MinusA2 wins this comparison by far.<br />(a) I must say though that there's room for improvement for both of these products. For both of them the plastic construction looks a bit cheap although this is more apparent with 582A. I wish their build were metallic.<br />(b) However MinusA2 is quite handsome overall with its square lines.<br />(c) It could also be wall mounted.<br />(d) One more thing I'd like to mention is I really liked the tiny remote of 582A. I think MinusA2's remote is not only less functional but is bulkier for no reason. I also miss 582A's the tiny remote control pocket behind the unit which reduced remote control clutter in the house.<br />(e) By the way although the mood light of MinusA2 adds to its cool looks, I believe RabbitAir's own claim of the Mood Light ""helping normalize blood pressure, pulse, and facilitate deep breathing blah blah"" is total nonsense. I think this sounds totally unscientific and if anything has negative influence on my view of RabbitAir as a honest company with high quality products. Also you will find out that you can't change the color of this light as you wish (based on your mood) but the unit sets that itself (based on its own mood).<br /><br />- Energy consumption: MinusA2 consumes between 8 to 47 Watts whereas 582A consumes between 7 to 67 Watts. I believe the lower consumption of MinusA2 is due to the newer generation Mitsubishi engine employed. Therefore you can expect lower energy usage if you plan to run the unit at anything beyond the Silent setting.<br /><br />- Sensors:<br />(a) Note that MinusA2 does not have an odor sensor although 582A has. I think this is quite useful with 582A and I don't understand why RabbitAir chose to drop this from MinusA2.<br />(b) On the other hand MinusA2 has a light sensor. Certainly it does not help to do a better air purification, but if you're using the Auto mode then the unit goes to the Silent setting automatically a few mins after the lights are dimmed. I think this should've been optional even in the Auto mode but it's a useful feature nevertheless.<br />(c) The particle sensor of MinusA2 looks more elaborate and I imagine it does a better job.<br />(d) Furthermore MinusA2 has adjustable sensor sensitivity. This is extremely useful, and the reason I returned 582A was because the sensors of the unit I received was simply too sensitive and was changing from ""clean"" to ""very dirty"" for no apparent reason in a split second (during late nights etc when there was no virtual change in room conditions).<br /><br />Overall I think MinusA2 is a great unit and improves on the already impressive 582A. I thought it's worth the price difference. I already ordered a new one after RabbitAir customer support said they could give me a discount for an additional unit.",false,155,AHV6LGP3F63OL6YKMA2XCC3R4TNA,2026-08-26T09:00:00+02:00
CR-000017,B000KKXUMA,Small Ion Air Purifier,Surround Air,amazon_us,2007-09-01,1188629108000,5.0,I Love This It Works,"This small unit really works well in my bedroom . I find this one easy to clean I just use alcohol and qtips and thats it. I have a dog with severe allergies and this works well. I use this with an air purifier and it is amazing the difference. the only thing is: if you burn a scented candle you will not smell it, that proves that it works, no odors and clean air!",true,7,AF6GLIO4MFIQ3BH4FSYAAS4L7RMA,2026-08-26T09:00:00+02:00
CR-000018,B00006WNMX,DeLonghi DAP130 Freshzone Air Purifier with 130 CADR,De'Longhi,amazon_us,2007-09-15,1189833147000,3.0,Adequate filtration for a decent price,"We got this to replace a similar unit from Walmart. It looked like this would be substantially better, but I would say it is about the same. This unit is a little louder in the quietest useful mode (there is a quieter mode which probably filters one liter of air per hour.) The problem with these units is that the replacement filters cost almost as much as a new unit if you put a few discounts together. If the replacement filters were reasonable in price, I would more highly recommend this unit. As it is, I can only give it an adequate rating.",false,1,AGV7BXBNZVGB6FAQIFM3A5OWEAYQ,2026-08-26T09:00:00+02:00
CR-000019,B00006WNMX,DeLonghi DAP130 Freshzone Air Purifier with 130 CADR,De'Longhi,amazon_us,2007-10-10,1192009270000,4.0,can be noisy but does the job,"It does clean a medium size room from odors with the ionization function on, but it is quite noisy on high and highest fan speed levels (there are 4).",false,1,AF2UHXA7TMCIGT5ENKKBIAXEZ5DQ,2026-08-26T09:00:00+02:00
CR-000020,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2007-10-15,1192457827000,5.0,Awesome customer support,"I bought this item for my dad as he has severe allergies all throughout the year. I was pondering between this unit and the IQair units, but this one seemed nicer as a gift and also sounded more automated than the IQair. My parent's are not that good with any kind of gadgets, so I wanted to make sure that they'll be able to use it. The unit seems to be working wonders for my dad. Whenever we talk, he thanks me for the gift. He wakes up with clear sinus and does not suffer allergy symptoms when he's in the house.<br /><br />Also when I bought this unit, it was priced at over $500 and just a few days afterwards, they started their sales. To my surprise, Rabbitair credited back the difference to my credit card without even my asking for it. Awesome customer service and now that I have my own place, I'm thinking of getting one for my self.",false,74,AFZNOHMS4K72NQ7E5DIUXKO7XYDA,2026-08-26T09:00:00+02:00
CR-000021,B000VG7ZQ0,Pure-Ion Advanced Air Cleaner,,amazon_us,2007-11-01,1193916437000,1.0,Bought 2- both failed- Brookstone won't replace,"Don't buy this product!! We bought our first Pure Ion about two years ago; after a year, it failed (wouldn't turn on at all).  Brookstone offered an exchange, but since they'd come out with the newer ""Advanced"" model, we had to pay the $100 difference in price.  Now, the Advanced model has failed, a few weeks before its year warranty expired.  (Repeatedly turned itself off, eventually made a loud continual beeping noise & wouldn't function at all.)  Brookstone customer service says we're out of luck because we called 6 days after the 1-year warranty period was up.  When the units were functioning, neither seemed to do much for the seasonal allergies we were hoping to alleviate for my son...since the functionality was limited, both units failed, and Brookstone won't replace a faulty product, we won't shop with them anymore.",false,21,AFPYB4SHKF5V6TLC62SPXUETNPVQ,2026-08-26T09:00:00+02:00
CR-000022,B000VG7ZQ0,Pure-Ion Advanced Air Cleaner,,amazon_us,2007-11-03,1194099392000,1.0,won't last and terrible service,"I agree with the other review.  We paid over $400.00 for a Pure-ion Air cleaner from Brookstone less than a year ago.  It worked great for almost 8 months until it began to put out a terrible burning smell.  When I called the service number they told me to clean it.  When I told them we already did they said they couldn't do anything for us.  They said to return it to the store we purchased it at.  When we tried to return it to the store they said they couldn't do anything for us either.  It has a 1 year warranty but because Brookstone was supposedly bought out, they're not honoring the warranties.  I will never purchase anything else from Brookstone and we use to shop there a lot.",false,16,AF5JYMKAJMB55YNJ5QJIM37SVTYA,2026-08-26T09:00:00+02:00
CR-000023,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2007-11-27,1196206030000,5.0,amazing air purifier and one of the best,"I had never written a review for any product before.<br /><br />Tried all types of air purifiers / odor removers, and this has got to be the best system out there. Amazingly quiet while being able to push through and purify high volumes of air, even at the lowest setting, which is absolutely silent. In our apartment, normally we had problems with kitchen air after cooking, especially frying food; with this system, food / grease odor is reduced within 10-20 minutes, and eliminted COMPLETELY in the next hour or so. I could not detect a hint of food odor after 2 hours. Living in the city, we have air problems. Now, interior air is drastically improved along with my persistent sinus issues. I replaced every other air purifiers in my apartment with rabbit air minusA2's. The unit is very easy on the eye and non-obtrusive. And once again, when the unit is on one of the lower settings, it is completely inaudible.<br /><br />I contacted Rabbit Air support for some billing issues and some technical issues, and was greeted very courteously and professionally. The support staffs were very knowledgeable and helpful. I am absolutely happy with this air purifier and highly recommend to anyone who is seriously looking for ways to improve air quality and odor removal.<br /><br />pros: silent, very effective at odor removal and air purification, most aesthetically pleasing system out there, one of the thinnest profile out there, and it truely works<br /><br />cons: a bit pricey, filter replacement cost",false,64,AETUC2FYAFWCHE3IHIRHFXKM57QA,2026-08-26T09:00:00+02:00
CR-000024,B000KKXUMA,Small Ion Air Purifier,Surround Air,amazon_us,2007-12-25,1198605159000,5.0,negative ionizer,So far liked it a lot. Got three. One by wood stove. Helps a lot.,true,0,AHESEOPIU7FLIKNMZHKZC7JSHBNA,2026-08-26T09:00:00+02:00
CR-000025,B000KKXUMA,Small Ion Air Purifier,Surround Air,amazon_us,2007-12-30,1198998555000,4.0,Quiet purifier,"This ionizer is super quiet with a little high pitch to it for such a small unit.  Works great in the bathroom, however, does give off a little odor in a small room.",true,0,AE2CWCKQKEXVX6ZPMRAMOH4SWOLA,2026-08-26T09:00:00+02:00
CR-000026,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2008-01-15,1200438278000,5.0,I'm getting old,"You know you're getting old when you're excited about an air purifier. I have two cats, so i've wanted one for a while, but never wanted to invest in one. Now that i'm living in a one room studio I had no choice. I was going to get a cheap one, but after reading the reviews I made an impulse buy late one night and shelled out for this one. I've only had it for a week, so problems could arise in the future, but so far I'm glad I got it. It looks great, so you don't have to worry about having a big clunky purifier taking up space. It's about dead silent too. I have it on low right now about 3 feet from me and can't even hear it. Both sensors work. A few minutes after I turn the light off to go to sleep the light sensor sets the speed to low. I have a cat box about 10 feet from the purifier. Whenever I clean it out dust gets in the air. After a minute or two, if set to auto, the purifier increases it's speed to get rid of the bad air. No complaints so far, and hopefully it stays that way.",false,27,AHNLHTML4LHKLCAJXQABB6DSPOQA,2026-08-26T09:00:00+02:00
CR-000027,B000KKXUMA,Small Ion Air Purifier,Surround Air,amazon_us,2008-02-08,1202485096000,1.0,Great to do business with,"I had a problem with this machine, and Allego Medical resolved the issue in a matter of days. They are great to do business with.",false,0,AEBYJ2QJZFLOTWCD56KHHK77IS4Q,2026-08-26T09:00:00+02:00
CR-000028,B000KTKSSA,Sharp FP-P60CX Plasmacluster Air Purifier,Sharp,amazon_us,2008-03-11,1205253476000,5.0,Great improvement in nightime allergies.,"I was trying to decide between Sharp FP-60CX and the Rabbit Air BioGS 421A, which are about the same price.  I ultimately went with the Sharp unit because I wanted to operate the unit without a remote (the last thing I want is another remote!), the lights can be turned off, it has a higher CADR rating and is Energy Star compliant.  FP-60CX features I like:<br /> - remote is not essential<br /> - the display light can be turned off<br /> - gently kicks into higher gear when dogs leap on the bed!<br /> - adjustable louvers to steer output air<br /> - remote uses AA batteries<br /> - washable pre-filter<br /> - higher CFM/Watt in silent mode: Sharp= 31/4=7.75 versus Rabbit= 39/7=5.57.<br /> - Max CFM rating is 233, which is substantially larger than the Rabbit 421A's 159.  Note that the Rabbit is marketed as a 600 sq ft unit, but if you use the same CADR multiplier as the FP-60CX (1.42) it would only yield 225 sq ft. To put it another way... the Sharp unit would yield 879  sq ft (i.e. 600*233/159) if Rabbit marketing numbers are used.<br /><br />I used to have a Honeywell 50250 in the bedroom, but I still had nighttime allergies and wanted to try something different and quieter.  I find the Sharp unit in MAX mode is quieter than the 50250 on ""silent"" mode.  I was also pleasantly surprised to find that my nighttime allergy symptoms improved dramatically with the Sharp unit.  Both have equivalent CADR so the improvement may stem from the fact that because this unit is so quiet I can keep it next to my bed and it won't disturb my sleep.",false,43,AHGLQH2VFU6WMFOZHKOYNLQ5XVZQ,2026-08-26T09:00:00+02:00
CR-000029,B07R81N4X9,"RabbitAir MinusA2 Ultra Quiet HEPA Air Purifier - Stylish, Efficient and Energy Star (SPA-780A, Black, Germ Defense)",Rabbit Air,amazon_us,2008-04-04,1207326821000,5.0,Love this Air Purifier,"We bought this air purifier as both my husband and I suffer from allergies and I often wake up with headaches.  I noticed a difference in the air within a few hours of turning it on and I have not had a morning headache since.  We also have 2 Boxer's (dogs) and notice huge improvement in dander as well as dust in our bedroom.  The air smells so fresh.  We also love the ""auto"" mode and that at night when we turn the lights out it automatically turns off the lights on the unit and the fan to silent mode - which is sincerely practically silent.  We love this machine.",true,16,AHH4FKZQ6ATRQEFPAXTHD6WQHOCQ,2026-08-26T09:00:00+02:00
